Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
243474931,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
243622659,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
243780422,000003F6,false,Rx,0,7,00,0C,50,00,00,C0,01,00,
243783445,000003E5,false,Rx,0,6,00,00,00,00,00,01,00,00,
243811317,00000225,false,Rx,0,5,32,00,20,04,08,00,00,00,
243814028,00000265,false,Rx,0,4,80,00,00,00,00,00,00,00,
243868205,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
243955821,00000225,false,Rx,0,5,30,00,20,04,08,00,00,00,
243965068,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
244016211,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
244048041,00000265,false,Rx,0,4,A0,00,00,00,00,00,00,00,
244087965,00000265,false,Rx,0,4,A4,10,00,0F,00,00,00,00,
244123234,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
244303406,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
244345280,000003F6,false,Rx,0,7,00,13,40,00,00,C0,01,00,
244368050,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
244380355,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
244387920,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
244463649,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
244622826,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
244820243,000003F6,false,Rx,0,7,00,0C,60,00,00,C0,01,00,
244907240,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
244964448,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
245123160,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
245305677,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
245345631,000003F6,false,Rx,0,7,00,13,50,00,00,C0,01,00,
245368531,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
245421367,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
245427356,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
245465338,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
245605614,000002A5,false,Rx,0,8,20,32,33,3A,30,35,20,20,
245623668,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
245860354,000003F6,false,Rx,0,7,00,0C,70,00,00,C0,01,00,
245948316,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
245965744,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
246122789,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
246306019,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
246346653,000003F6,false,Rx,0,7,00,13,60,00,00,C0,01,00,
246367741,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
246459354,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
246467420,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
246471643,000003E5,false,Rx,0,6,00,00,40,00,00,00,00,00,
246592191,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
246623262,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
246900859,000003F6,false,Rx,0,7,00,0C,80,00,00,C0,01,00,
246965875,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
246988246,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
247124569,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
247307028,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
247346287,000003F6,false,Rx,0,7,00,13,70,00,00,C0,01,00,
247369442,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
247467072,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
247501262,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
247507682,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
247624193,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
247940812,000003F6,false,Rx,0,7,00,0C,90,00,00,C0,01,00,
247966022,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
248027749,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
248124511,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
248160654,000003E5,false,Rx,0,6,00,00,10,00,00,00,00,00,
248272528,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
248306700,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
248346623,000003F6,false,Rx,0,7,00,13,80,00,00,C0,01,00,
248369562,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
248466750,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
248541180,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
248548373,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
248624453,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
248966744,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
248981062,000003F6,false,Rx,0,7,00,0C,A0,00,00,C0,01,00,
249068545,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
249124874,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
249307040,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
249346983,000003F6,false,Rx,0,7,00,13,90,00,00,C0,01,00,
249369914,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
249467079,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
249581106,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
249588263,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
249624852,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
249894757,000003E5,false,Rx,0,6,00,00,10,00,00,00,00,00,
249967075,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
250021318,000003F6,false,Rx,0,7,00,0C,B0,00,00,C0,01,00,
250104984,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
250108415,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
250125454,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
250307385,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
250347328,000003F6,false,Rx,0,7,00,13,A0,00,00,C0,01,00,
250370549,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
250621680,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
250625794,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
250767188,000002A5,false,Rx,0,8,4E,49,45,44,5A,49,45,4C,
251060050,000003F6,false,Rx,0,7,00,0C,C0,00,00,C0,01,00,
251127173,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
251298511,000003E5,false,Rx,0,6,00,00,10,00,00,00,00,00,
251307729,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
251347660,000003F6,false,Rx,0,7,00,13,B0,00,00,C0,01,00,
251370804,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
251450739,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
251625700,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
251661328,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
252102334,000003F6,false,Rx,0,7,00,0C,D0,00,00,C0,01,00,
252126208,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
252308085,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
252348026,000003F6,false,Rx,0,7,00,13,C0,00,00,C0,01,00,
252370907,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
252626503,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
252692727,000003E5,false,Rx,0,6,00,00,10,00,00,00,00,00,
252700839,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
252896448,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
253126229,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
253141853,000003F6,false,Rx,0,7,00,0C,E0,00,00,C0,01,00,
253308767,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
253347489,000003F6,false,Rx,0,7,00,13,D0,00,00,C0,01,00,
253371276,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
253626219,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
253741889,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
253881790,000001A1,false,Rx,0,8,00,78,46,80,00,00,00,00,
254126085,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
254181777,000003F6,false,Rx,0,7,00,0C,F0,00,00,C0,01,00,
254309114,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
254330339,000003E5,false,Rx,0,6,00,00,10,00,00,00,00,00,
254347035,000003F6,false,Rx,0,7,00,13,E0,00,00,C0,01,00,
254371224,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
254453736,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
254626919,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
254782128,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
255127185,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
255221207,000003F6,false,Rx,0,7,00,0D,00,00,00,C0,01,00,
255309852,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
255348013,000003F6,false,Rx,0,7,00,13,F0,00,00,C0,01,00,
255372380,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
255380138,000003E5,false,Rx,0,6,00,00,10,00,00,00,00,00,
255503970,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
255627542,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
255820967,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
256128132,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
256262091,000003F6,false,Rx,0,7,00,0D,10,00,00,C0,01,00,
256307893,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
256350119,000003F6,false,Rx,0,7,00,14,00,00,00,C0,01,00,
256372292,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
256628425,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
256713622,000000A4,false,Rx,0,8,10,44,10,00,00,00,4D,75,
256720017,000000A4,false,Rx,0,8,21,7A,79,63,7A,6E,61,20,
256735381,000000A4,false,Rx,0,8,22,62,6F,6D,62,6F,6E,69,
256750724,000000A4,false,Rx,0,8,23,65,72,6B,61,20,20,20,
256765600,000000A4,false,Rx,0,8,24,20,20,20,20,20,20,20,
256782114,000000A4,false,Rx,0,8,25,20,20,20,20,20,20,20,
256795662,000000A4,false,Rx,0,8,26,20,20,20,20,20,20,20,
256805509,000002A5,false,Rx,0,8,20,52,61,64,69,6F,20,20,
256811552,000000A4,false,Rx,0,8,27,20,20,20,20,20,20,20,
256827608,000000A4,false,Rx,0,8,28,20,20,20,20,20,20,20,
256840706,000000A4,false,Rx,0,7,29,20,20,20,20,20,20,00,
256862048,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
257127615,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
257301985,000003F6,false,Rx,0,7,00,0D,20,00,00,C0,01,00,
257310126,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
257350042,000003F6,false,Rx,0,7,00,14,10,00,00,C0,01,00,
257372956,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
257627927,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
257902597,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
258129499,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
258310528,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
258341006,000003F6,false,Rx,0,7,00,0D,30,00,00,C0,01,00,
258350490,000003F6,false,Rx,0,7,00,14,20,00,00,C0,01,00,
258373678,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
258628602,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
258942632,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
259128788,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
259310831,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
259349790,000003F6,false,Rx,0,7,00,14,30,00,00,C0,01,00,
259374191,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
259382508,000003F6,false,Rx,0,7,00,0D,40,00,00,C0,01,00,
259628240,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
259778521,00000225,false,Rx,0,5,11,00,20,04,08,00,00,00,
259983390,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
260025165,000000A4,false,Rx,0,6,05,10,00,00,00,00,00,00,
260094389,00000225,false,Rx,0,5,11,00,20,04,07,00,00,00,
260094398,00000265,false,Rx,0,4,80,00,00,00,00,00,00,00,
260098177,000002A5,false,Rx,0,8,00,00,00,00,00,00,00,00,
260129809,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
260217197,00000225,false,Rx,0,5,10,00,20,04,07,00,00,00,
260311120,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
260351138,000003F6,false,Rx,0,7,00,14,40,00,00,C0,01,00,
260374337,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
260422243,000003F6,false,Rx,0,7,00,0D,50,00,00,C0,01,00,
260629643,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
261022801,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
261129497,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
261311480,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
261351519,000003F6,false,Rx,0,7,00,14,50,00,00,C0,01,00,
261374734,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
261462742,000003F6,false,Rx,0,7,00,0D,60,00,00,C0,01,00,
261629298,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
261713596,00000225,false,Rx,0,5,31,00,20,04,07,00,00,00,
262060033,00000225,false,Rx,0,5,31,00,20,04,08,00,00,00,
262063027,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
262129762,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
262171448,00000225,false,Rx,0,5,30,00,20,04,08,00,00,00,
262305330,00000265,false,Rx,0,4,A0,00,00,00,00,00,00,00,
262310116,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
262345632,00000265,false,Rx,0,4,A4,10,00,0F,00,00,00,00,
262351783,000003F6,false,Rx,0,7,00,14,60,00,00,C0,01,00,
262374627,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
262504056,000003F6,false,Rx,0,7,00,0D,70,00,00,C0,01,00,
262628760,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
263102258,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
263121968,000002A5,false,Rx,0,8,20,4B,72,61,6B,6F,77,20,
263130158,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
263313528,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
263352123,000003F6,false,Rx,0,7,00,14,70,00,00,C0,01,00,
263375375,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
263543266,000003F6,false,Rx,0,7,00,0D,80,00,00,C0,01,00,
263629139,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
264107940,00000225,false,Rx,0,5,39,00,20,04,08,00,00,00,
264130598,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
264143562,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
264219300,00000125,false,Rx,0,8,10,3A,40,10,00,00,20,52,
264224652,00000125,false,Rx,0,8,21,4D,46,20,46,4D,20,B0,
264239808,00000125,false,Rx,0,8,22,52,4D,46,20,4D,41,58,
264256183,00000125,false,Rx,0,8,23,58,B0,31,30,32,2E,39,
264271895,00000125,false,Rx,0,8,24,30,00,00,30,38,37,2E,
264286880,00000125,false,Rx,0,8,25,35,30,00,00,00,70,38,
264299511,000002A5,false,Rx,0,8,20,52,4D,46,20,46,4D,20,
264301343,00000125,false,Rx,0,8,26,37,2E,35,30,00,00,00,
264302643,00000225,false,Rx,0,5,20,10,20,03,98,00,00,00,
264306373,00000265,false,Rx,0,4,80,00,00,00,00,00,00,00,
264313369,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
264317955,00000125,false,Rx,0,8,27,70,38,37,2E,35,30,00,
264332299,00000125,false,Rx,0,4,28,00,00,70,00,00,00,00,
264352488,000003F6,false,Rx,0,7,00,14,80,00,00,C0,01,00,
264375956,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
264583176,000003F6,false,Rx,0,7,00,0D,90,00,00,C0,01,00,
264630650,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
265130832,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
265183763,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
265313933,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
265352880,000003F6,false,Rx,0,7,00,14,90,00,00,C0,01,00,
265376305,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
265623731,000003F6,false,Rx,0,7,00,0D,A0,00,00,C0,01,00,
265631253,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
265886570,000001A1,false,Rx,0,8,80,7F,46,FF,FF,FF,FF,FF,
266131639,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
266224090,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
266314282,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
266353514,000003F6,false,Rx,0,7,00,14,A0,00,00,C0,01,00,
266376645,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
266631623,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
266663806,000003F6,false,Rx,0,7,00,0D,B0,00,00,C0,01,00,
267131617,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
267262752,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
267313314,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
267354475,000003F6,false,Rx,0,7,00,14,B0,00,00,C0,01,00,
267376924,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
267631705,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
267702854,000003F6,false,Rx,0,7,00,0D,C0,00,00,C0,01,00,
268132278,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
268303011,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
268314298,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
268353435,000003F6,false,Rx,0,7,00,14,C0,00,00,C0,01,00,
268377403,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
268632284,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
268744168,000003F6,false,Rx,0,7,00,0D,D0,00,00,C0,01,00,
269132638,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
269344255,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
269354693,000003F6,false,Rx,0,7,00,14,D0,00,00,C0,01,00,
269376351,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
269632993,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
269784818,000003F6,false,Rx,0,7,00,0D,E0,00,00,C0,01,00,
270132813,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
270314894,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
270354862,000003F6,false,Rx,0,7,00,14,E0,00,00,C0,01,00,
270377751,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
270384491,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
270633370,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
270824158,000003F6,false,Rx,0,7,00,0D,F0,00,00,C0,01,00,
270961305,00000265,false,Rx,0,4,84,10,00,0A,00,00,00,00,
271063529,00000265,false,Rx,0,4,A4,10,00,0A,00,00,00,00,
271132838,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
271315235,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
271355633,000003F6,false,Rx,0,7,00,14,F0,00,00,C0,01,00,
271378502,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
271424768,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
271635336,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
271674628,00000125,false,Rx,0,2,01,00,00,00,00,00,00,00,
271864407,000003F6,false,Rx,0,7,00,0E,00,00,00,C0,01,00,
272134290,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
272315579,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
272356266,000003F6,false,Rx,0,7,00,15,00,00,00,C0,01,00,
272378761,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
272465051,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
272633065,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
272904010,000003F6,false,Rx,0,7,00,0E,10,00,00,C0,01,00,
273133971,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
273315920,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
273355899,000003F6,false,Rx,0,7,00,15,10,00,00,C0,01,00,
273379123,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
273504217,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
273634311,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
273943557,000003F6,false,Rx,0,7,00,0E,20,00,00,C0,01,00,
274134684,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
274316284,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
274356262,000003F6,false,Rx,0,7,00,15,20,00,00,C0,01,00,
274379647,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
274544253,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
274634437,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
274984442,000003F6,false,Rx,0,7,00,0E,30,00,00,C0,01,00,
275134167,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
275316963,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
275356753,000003F6,false,Rx,0,7,00,15,30,00,00,C0,01,00,
275380332,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
275585903,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
275634818,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
276026134,000003F6,false,Rx,0,7,00,0E,40,00,00,C0,01,00,
276135316,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
276317283,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
276357226,000003F6,false,Rx,0,7,00,15,40,00,00,C0,01,00,
276381155,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
276625874,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
276635623,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
277065448,000003F6,false,Rx,0,7,00,0E,50,00,00,C0,01,00,
277135715,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
277317628,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
277357758,000003F6,false,Rx,0,7,00,15,50,00,00,C0,01,00,
277380656,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
277635771,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
277665478,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
277890964,000001A1,false,Rx,0,8,00,83,46,FF,FF,FF,FF,FF,
278105738,000003F6,false,Rx,0,7,00,0E,60,00,00,C0,01,00,
278135985,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
278317967,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
278358162,000003F6,false,Rx,0,7,00,15,60,00,00,C0,01,00,
278381162,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
278635780,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
278704344,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
279136740,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
279145954,000003F6,false,Rx,0,7,00,0E,70,00,00,C0,01,00,
279318373,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
279358941,000003F6,false,Rx,0,7,00,15,70,00,00,C0,01,00,
279380636,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
279635511,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
279746311,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
280054841,000000A4,false,Rx,0,8,10,44,10,00,00,00,20,20,
280061370,000000A4,false,Rx,0,8,21,20,20,20,20,20,20,61,
280074391,000000A4,false,Rx,0,8,22,6A,6C,65,20,20,20,20,
280091027,000000A4,false,Rx,0,8,23,20,20,20,20,20,20,20,
280104760,000000A4,false,Rx,0,8,24,20,20,20,20,20,20,20,
280122693,000000A4,false,Rx,0,8,25,20,20,20,20,20,20,20,
280135667,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
280137733,000000A4,false,Rx,0,8,26,20,20,20,20,20,20,20,
280152158,000000A4,false,Rx,0,8,27,65,20,20,20,20,20,20,
280167119,000000A4,false,Rx,0,8,28,20,20,20,20,20,20,20,
280182815,000000A4,false,Rx,0,7,29,20,20,20,20,20,20,00,
280185114,000003F6,false,Rx,0,7,00,0E,80,00,00,C0,01,00,
280318652,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
280358574,000003F6,false,Rx,0,7,00,15,80,00,00,C0,01,00,
280382117,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
280637162,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
280785453,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
281137066,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
281225207,000003F6,false,Rx,0,7,00,0E,90,00,00,C0,01,00,
281318983,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
281359281,000003F6,false,Rx,0,7,00,15,90,00,00,C0,01,00,
281382425,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
281637428,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
281824917,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
282137399,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
282265946,000003F6,false,Rx,0,7,00,0E,A0,00,00,C0,01,00,
282319334,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
282359297,000003F6,false,Rx,0,7,00,15,A0,00,00,C0,01,00,
282382523,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
282637511,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
282865824,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
283138124,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
283307411,000003F6,false,Rx,0,7,00,0E,B0,00,00,C0,01,00,
283319675,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
283358356,000003F6,false,Rx,0,7,00,15,B0,00,00,C0,01,00,
283383145,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
283638132,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
283905890,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
284136986,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
284319307,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
